,PC1,PC2
0,0.19112946153499002,-0.8197964769642017
1,-0.7060958759888317,-0.49275810926122554
2,0.01290463784565269,-0.6817966589738997
3,-0.7827535383546294,-0.4642433247385495
4,0.1191095491659251,0.8515196811800849
5,0.23675139402445322,-0.4383133446392953
6,-0.3163300462315675,-0.6534127493989366
7,0.10340055207055786,0.9755569918715173
8,-0.22811691938015533,-0.8297596189482942
9,0.3610914558182265,0.4799840689469696
10,0.10773953325132166,-0.45311796039687574
11,0.3909733578021741,-0.5305698588899364
12,0.1608619636529377,0.987139329720722
13,0.045134349970812324,-0.2704058048469922
14,-0.5241174621290791,-0.7389120748928428
15,-0.09815997207324602,0.9281998279993015
16,-0.2462159226183133,0.9548904715760146
17,0.5532457494594014,-0.45973990184323504
18,-0.2321688406808005,0.9502770474610187
19,-0.38307716500512246,-0.7606773143114406
20,-0.9218056749226164,-0.10881634320772053
21,0.4820516159430908,0.6451762728052245
22,0.2940563828159098,0.21670932414875793
23,-0.1338010256876912,0.9845288874599344
24,0.25414403823910625,0.9045778037509147
25,0.005050510185065355,0.9203327528320644
26,0.45279873425101935,-0.5537247918731091
27,0.18458815488648034,-0.5801718389793102
28,-0.3186213480611068,-0.04754979783719301
29,0.5840815423600022,0.2670986585941812
30,0.6637804698086771,0.027568171232247002
31,0.1889429058936492,0.9639259107077178
32,0.001741842456181667,1.009485774637699
33,0.48811288954001947,0.8035776182578972
34,-0.8327559758507217,-0.3783971562915849
35,-0.16318492497500245,-0.7779840937958744
36,-0.29729822547090873,-0.6971976743405004
37,0.011650459797596704,0.9770584702522382
38,-0.6945363773076315,-0.47822199210359867
39,-0.2166582511423452,-0.8432086554120019
40,-0.2653656592448002,0.9457124501979642
41,0.3995127715353912,-0.200847524944492
42,0.19791053569791447,0.9438224754121559
43,-0.45684497002781294,-0.760741213880337
44,-0.49944632781417175,-0.7526782837111713
45,-0.5696098640083661,-0.6707593882737645
46,-0.30190868721466646,0.9191679479576577
47,0.5753202276749597,0.4852230313328123
48,-0.6850781333734689,-0.6139921190987986
49,0.058498462486132836,-0.6663718562700605
50,-0.4957160788544409,-0.7416719949509414
51,-0.1998687714250374,0.9134139523486348
52,0.7421775364036425,0.060903850411924296
53,-0.22908658644602425,-0.36363650641285333
54,-0.0010691149062175037,0.9050696549112213
55,-0.07383555437199382,0.43965863224959184
56,0.24065905465407494,-0.7294170344058634
57,0.2996023781568097,-0.3418912806060716
58,-0.5139539086432486,-0.6564759983490636
59,0.12874138559497414,0.882066752089192
60,0.462332867471919,-0.5469260249567672
61,-0.06357902251543271,-0.8102016912770846
62,-0.35169334027888316,-0.813743940010573
63,-0.05820909376029386,-0.6196691469126804
64,0.20494629241549825,-0.46171477635220687
65,-0.5161535158196184,-0.7364404601465196
66,0.19701105092543233,-0.4995124801941608
67,0.2080180744893332,0.9701565344051257
68,0.6692211742714427,0.12261346005985772
69,0.15565613440507833,0.9720011313450541
70,-0.7636712057139599,-0.5155056742164094
71,0.24188504749431936,0.7817250934439426
72,-0.8981698412323571,-0.16908133245710055
73,0.5368172388322167,-0.43019860666572285
74,-0.00968332688192613,0.9307218685412211
75,-0.43837320323653295,-0.7790470178949626
76,0.5299154315687451,0.7577203920027973
77,-0.03592592643368225,0.8338428714984525
78,0.1579485744229377,-0.5334743578937607
79,-0.8201924623364023,0.4388959738941415
80,-0.9200156455982619,0.05849291115779098
81,0.07906652756323886,0.7525339956782172
82,0.054940208761563046,0.9239658520946107
83,-0.26754068434583883,-0.8017958790057219
84,0.19765043460333398,0.8905359496056044
85,0.2726058090726832,-0.47595254153411876
86,-0.9084152933596658,0.012387635205895775
87,-0.6777503808574261,-0.25215611663094073
88,-0.3227880692008899,0.797428267094384
89,-0.3580381944473594,-0.7879216571032598
90,-0.6758249856628795,-0.4127295182698501
91,0.4559298248642686,-0.5931634860684051
92,-0.873303872337902,0.3107612966432485
93,0.24973928105418086,0.9204645838722783
94,0.3352053156297373,0.9121154856332125
95,-0.26560324879986974,0.9489952696387436
96,0.11516703144561907,-0.7907457318142309
97,0.15657114725883292,-0.7691989185565395
98,0.2293397072639158,-0.596524258521495
99,0.736645224118377,0.04903329306663407
100,-0.2138655579127849,-0.7693127396436422
101,-0.8165252955816252,-0.368781206304506
102,0.7502591732442448,0.1524167903867193
103,0.2734959921919592,-0.1462368543544426
104,0.23789667624793023,-0.5547074406156037
105,-0.2436172849842341,-0.7453111647205695
106,-0.4892789016547714,-0.7261261049551102
107,0.546045092264976,0.702425043009085
108,-0.48491425132563143,-0.7333475783069981
109,0.348889408422702,0.8510272712705363
110,0.37838454448170644,0.8812103844713196
111,-0.2690849040210076,-0.7550943118332057
112,0.22702902935687322,0.7539057664457844
113,0.12659075815258336,-0.5164616314994905
114,-0.28935565171990796,-0.279031919889644
115,0.11139530102336534,0.9423027388125714
116,0.5029816137293671,0.6633498468093639
117,0.06322688784609623,-0.7405796243826414
118,-0.06886889109001945,-0.7572145231085394
