,PC0,PC1,PC2,PC3,PC4,PC5
0,6.757793493458944,1.8769245863255832,-0.014023419215900664,0.7278545226956241,2.4142377440372345,-0.3761777293441882
1,8.540163238405519,6.054142713691808,2.898707116021369,-2.5374465992859574,0.4682750558565934,-1.2426497821375138
2,4.712911986165816,5.796599836707183,-0.45479420346658395,-3.3041250771211033,2.083085213091847,-0.7173240941527464
3,10.04486195770369,1.723589609798618,4.951999117614616,3.008707146133463,-2.809936040673336,2.0499867176006688
4,8.522585864066759,5.654520759604393,-1.3904591348361819,0.6012106283755894,1.6779266267122959,-0.45646132980174137
5,4.52264666523469,1.3032664668374048,-0.7968769170030703,1.8142616541472592,-0.10323158286040994,-0.5944381563621642
6,5.711198893717187,-1.0387783085382376,0.8646285992846393,-1.265939302326709,-1.4261548003479292,-0.2472150513088749
7,4.575971439110285,2.364429944716699,-1.302407685073067,-0.1326810047796789,-0.36859878299017684,0.06129675976098309
8,3.8127811062742705,3.9738953501163747,-1.0635460138789965,-1.7518872077582415,0.3061531790246944,-0.11872666179416358
9,6.402396958426787,1.3201411132412277,0.8790823073385533,-2.2284639361427296,-0.05549028160267158,0.2063931470373372
10,5.96722827509292,2.665104062529178,0.19947380332473963,-2.169198545796814,-0.18593451794047233,0.26617727067387054
11,12.163932387244252,0.0509868397710164,6.0384084217554275,1.2453551513227683,-0.45568599950424854,1.1881424877453781
12,14.241614637714934,4.690330091569852,0.18045769016235247,7.870135371955511,4.605755967878195,-0.44156620285336967
13,3.8128724011483475,8.755600532261509,1.8756991074625402,-5.220498834555281,2.109868047208224,-2.4363055010808745
14,4.785080809637652,0.4874713368320891,0.3719145425220318,-1.1750116816730123,-0.6453315123486864,0.31586215103226056
15,20.820873766475824,4.5651345016117855,10.612125269122956,5.561394611023011,-0.6584582921134597,2.204146054324796
16,5.605816526329168,3.178907415491638,-0.3873549178685243,1.7844982723889307,-1.4578219846000309,-0.04290171862587694
17,16.76858257661805,5.251435758627274,8.185832482720434,8.724573200666025,-1.6579485807335668,3.2537500883399093
18,4.933113829282754,2.412334714668294,0.47297818149849524,-0.7623963366055602,-0.5967748511809975,0.29384693266438167
19,4.563038265271216,1.9188147631677277,-1.3393868394572124,0.9763878262880021,-0.8868555123027928,0.3471684020592257
20,21.65145643233918,0.6635491346109414,7.191261602918993,2.641008130248961,3.343233369502949,0.6870338295093203
21,4.179916069232697,4.094007240426644,0.24364741917464117,-0.433558077988301,4.437529236583063,3.9174919934552825
22,5.331890358802059,-0.43791636782676924,1.294905002140384,0.7685254204073414,-1.5891896747087229,1.6316665308750746
23,7.47647007710219,3.4657199737002613,0.8150463357309314,1.5543962688027013,0.015928661240179123,-0.624140539937824
24,5.041620715036045,0.00619614943364103,-0.663252211078494,0.9786344454707308,0.7030271803889766,-0.19262302058367858
25,3.9167218009794533,8.271773161809184,-1.0204753428333992,-4.215124776974619,1.0138007726343434,-0.8201055911448087
26,5.628360968586945,0.09400263305130493,2.6381863843389612,1.6019512808672052,3.14539200476801,-2.1020819889707925
27,3.2481535981243415,2.5287445728879137,0.5711809171005692,1.2557147450662556,1.5796002797703368,-0.6919149592783215
28,3.401200877338879,3.4386591098577663,1.2492192592703486,-2.258388166286736,0.7999478632679619,-1.0261669375720268
29,5.946160711159438,-0.2383974614766339,1.1537357288626362,0.9956623639690693,-0.10961631750489768,0.5115001179792227
30,2.8653231441031166,7.999715379566479,0.9800571190686719,-4.843440121556864,2.6496627891513045,2.1895568312000755
31,6.354322207004081,-0.5995143515138567,-1.8852560024748544,1.0125688075259087,1.0166423940132336,1.0860052975123784
32,4.651506863551917,-1.03082358416292,0.27326446605756916,0.6387527489093476,2.4071190728030993,-0.6191344516476494
33,4.771982897742378,6.892139276649355,-0.10164485308247506,-3.6126566668860627,-0.312290501724523,-0.47759350528768457
34,4.77342906809217,-0.05662448392396443,-1.473470160943954,1.3006174728241764,1.482698268804492,-0.21812064826256863
35,9.031784730023302,1.0985382993877617,5.921240275662767,0.4703218526138101,-2.9873392144628967,1.3221740612724224
